Media Title,Media Link,Description,Author,Module Category,Media Type,Media Topics Covered,Language
"GIS Explorations of Earth
",https://scieds.com/gis-explorations-of-earth/,Our GIS-based curricula are designed for students and faculty who are GIS novices. The design grew out of research that shows that learning GIS skills is easier and more engaging while investigating a scientific problem than first mastering GIS skills and then tackling a scientific investigation.,Science Education Solutions,Learn & Teach,"Curriculum,Dataset,Data Science Challenge / Project","Data Science Basics,Data Analysis,Big Data",English
Github,http://datascience.recursos.uoc.edu/es/github/,"Se trata de una plataforma web que ofrece el alojamiento de proyectos con soporte de control de versiones mediante Git. Se emplea comúnmente para almacenar código fuente; a nuestra disposición, encontramos tanto repositorios privados como públicos. ",Universitat Oberta de Catalunya,Research & Practice,Research Guide,Data Science Basics,Spanish
Github Data Science Best Resources,https://github.com/tirthajyoti/Data-science-best-resources,Become a well-rounded data scientist using this data science study-guide!,Tirthajyoti Sarkar,Learn & Teach,Tutorial,"Data Science Basics,AI,Data Modeling,Data Analysis",English
Global Health Network COVID-19 Research Implementation Hub,https://coronavirus.tghn.org/,"The aim of this hub is to ensure that research teams can find the support, tools, resources and guidance that they need to aid their studies during this rapidly evolving situation. ",The Global Health Network,Learn & Teach,"Research Guide,Group","COVID,Public Health",English
Global Health Observatory,https://www.who.int/data/gho,"The GHO data repository is WHO's gateway to health-related statistics for its 194 Member States. It provides access to over 1,000 indicators on priority health topics including mortality and burden of diseases, the Millennium Development Goals (child nutrition, child health, maternal and reproductive health, immunization, HIV/AIDS, tuberculosis, malaria, neglected diseases, water and sanitation), non communicable diseases and risk factors, epidemic-prone diseases, health systems, environmental health, violence and injuries, equity among others.",World Health Organization (WHO),Research & Practice,Dataset,Public Health,English
Global Research Council COVID-19 Research Library,https://www.globalresearchcouncil.org/library/?tx_kesearch_pi1%5Bsword%5D=list_COVID-19&tx_kesearch_pi1%5Bpage%5D=1&tx_kesearch_pi1%5BresetFilters%5D=0&tx_kesearch_pi1%5BsortByField%5D=sortdate&tx_kesearch_pi1%5BsortByDir%5D=asc,"The library contains a collection of informative websites and publications which are closely related to GRC publications and activities,The library contains a collection of informative websites and publications which are closely related to GRC publications and activities concentrated on COVID-19",Global Research Council,Learn & Teach,Research Guide,"COVID,Public Health",English
GLOBE Data,https://www.globe.gov/globe-data,Global Learning and Observations to Benefit the Environment (GLOBE) Program has been providing students and the public worldwide with the opportunity to meaningfully contribute to our understanding of the Earth system and global environment.,The Globe Program,Research & Practice,Dataset,Data Science Basics,English
GoinGlobal Career Resources,https://www.goinglobal.com/,"A global online employment resource, GoinGlobal helps you find opportunities at home and abroad. Explore the jobs, internships, career guides, and information on the H1B visa.
",GoinGlobal,Network & Explore,Career Resources,Data Science Careers,English
Google AI Blog,https://ai.googleblog.com,"The goal of Google Research is to work on long-term, ambitious problems, with an emphasis on solving ones that will dramatically help people throughout their daily lives. ",Google,Research & Practice,Article or Journal,AI,English
Google AI Responsible AI practices,https://ai.google/responsibilities/responsible-ai-practices/,"The development of AI is creating new opportunities to improve the lives of people around the world, from business to healthcare to education. It is also raising new questions about the best way to build fairness, interpretability, privacy, and security into these systems.",Google,Learn & Teach,Article or Journal,"AI,Public Policy,Ethics & Bias,Cybersecurity & Privacy",English
Google Cloud Public COVID-19 Dataset Program,https://cloud.google.com/blog/products/data-analytics/free-public-datasets-for-covid19,COVID-19 public dataset program: Making data freely accessible for better public outcomes,Google,Research & Practice,Dataset,"COVID,Public Health",English
Google Data Analytics Certificate,https://grow.google/certificates/data-analytics/#?modal_active=none,Google's official data analytics platform learning and certification guide with tutorials,Google,Learn & Teach,"Certification,Tutorial",Data Analysis,English
Google Digital Garage Webinars for Career Development,https://events.withgoogle.com/digitalgaragewebinars/weekly-webinars/#content,"Practice drafting a cover letter, learn how to build your personal brand, and establish career goals with Google Digital Garage Webinars. ",Google,Learn & Teach,"Video,Career Resources",Data Science Careers,English
Google for Education,https://edu.google.com/intl/ALL_us/for-educators/resources/,"Explore resources and tools to inspire creativity, encourage hands-on learning, and equip students with digital skills.",Google,Learn & Teach,Curriculum,Data Science Basics,English
Google Japan COVID-19 Public Forecasts,https://datastudio.google.com/u/0/reporting/8224d512-a76e-4d38-91c1-935ba119eb8f/page/GfZpB,This dashboard shows the forecasted spread of COVID-19 in Japan at the prefecture level over the next 28 days. ,Google,Research & Practice,Dataset,"COVID,Public Health",English
Google Machine Learning with TensorFlow,https://developers.google.com/machine-learning/crash-course,and public education courses to reach a broad and,Google,Learn & Teach,Course,Machine Learning,English
Government of Canada COVID-19 Data Portal,https://www.canada.ca/en/public-health/services/diseases/coronavirus-disease-covid-19/epidemiological-economic-research-data.html,"Data products about the public health, social and economic aspects of COVID-19, including disease surveillance. Links to datasets, dashboards, statistics, analyses, trends, charts, maps and reports.",Government of Canada,Research & Practice,Dataset,"COVID,Public Health",English
Gradient Boosting con Python,https://www.cienciadedatos.net/documentos/py09_gradient_boosting_python.html,Tutorial sobre cómo crear modelos de Gradient Boosting con Python y Scikit-learn. ,JOAQUÍN AMAT RODRIGO,Research & Practice,"Research Guide,Tutorial","Machine Learning,Python",Spanish
Gradient Boosting from scratch,https://blog.mlreview.com/gradient-boosting-from-scratch-1e317ae4587d,"Although most of the Kaggle competition winners use stack/ensemble of various models, one particular model that is part of most of the ensembles is some variant of Gradient Boosting (GBM) algorithm. Take for example the winner of the latest Kaggle competition: Michael Jahrer’s solution with representation learning in Safe Driver Prediction. His solution was a blend of 6 models. 1 LightGBM (a variant of GBM) and 5 Neural Nets. Although his success is attributed to the semi-supervised learning that he used for the structured data, but gradient boosting model has done the useful part too.",Prince Grover,Learn & Teach,Article or Journal,Bagging and Boosting,English
Gradient Boosting probabilístico con Python,https://www.cienciadedatos.net/documentos/py26-gradient-boosting-probabilistico-python.html,Tutorial sobre cómo crear modelos Natural Gradient Boosting (XGBoost) con Python que te permitan generar predicciones probabilísticas,JOAQUÍN AMAT RODRIGO,Research & Practice,"Research Guide,Tutorial","Machine Learning,Python",Spanish
Grow On Air Career Resources,https://growonair.withgoogle.com/job-seekers?utm_source=linkedIn&utm_medium=paidsocial&utm_campaign=jobseekers&utm_content=JobSearchingillustration&dclid=CLr5g8Cap_MCFeKxswodTlsBqg,Actionable skills to land jobs and grow your career!,Google,Network & Explore,Career Resources,Data Science Careers,English
Grow with Google,https://grow.google/,"Find training, tools, and resources to help you grow your skills, career or business!",Google,Learn & Teach,"Video,Career Resources",Data Science Careers,English
Grow with Google Program ,https://www.hacu.net/hacu/HACUGrow_with_Google_Program.asp,"_En asociación con Grow with Google, la Asociación Hispana de Colegios y Universidades (HACU) se complace en presentar el Programa de Preparación Profesional para Instituciones que Sirven a Hispanos (HSI).",Hispanic Association of Colleges and Universities (HACU),Network & Explore,Career Resources,Data Science Careers,Spanish
Guide to Crisis-Managing a Creative Company Through a Pandemic,https://www.campaignlive.com/article/r-ga-cmos-rookie-guide-crisis-managing-creative-company-pandemic/1677144?fbclid=IwAR0T1elFfut-AblGhh56PLpZUvXHeq7opx2YDjVtp-oVG9lXmfpKSyWlEXA,A guide by Jess Greenwood on approaches to take while managing a media company through the COVID-19 pandemic,Jess Greenwood,Research & Practice,Research Guide,"COVID,Public Health",English
